99219 v0 v9999
v27 v97 535 860
v28 v4 82 630
v28 v28 285 659
v28 v30 651 537
v28 v40 781 955
v28 v41 275 139
v28 v70 406 210
v28 v71 281 485
v28 v79 986 718
v28 v101 60 401
v29 v2 925 21
v29 v25 984 311
v29 v26 416 550
v29 v45 837 811
v29 v53 948 372
v29 v67 769 751
v29 v78 321 727
v29 v80 730 792
v29 v89 800 646
v29 v94 288 604
v29 v121 322 506
v30 v82 673 738
v30 v83 104 57
v30 v98 752 436
v30 v112 914 890
v31 v35 270 759
v31 v60 851 763
v31 v87 730 268
v31 v98 797 552
v31 v127 992 131
v32 v25 959 886
v32 v53 119 235
v32 v59 502 117
v32 v73 501 897
v33 v47 106 619
v33 v56 74 616
v33 v64 384 421
v34 v8 731 627
v34 v50 739 951
v34 v59 618 746
v34 v94 773 205
v34 v103 589 114
v34 v124 374 664
v34 v133 872 340
v35 v38 177 988
v35 v77 896 506
v35 v81 679 243
v35 v89 285 155
v35 v92 843 890
v35 v122 426 231
v35 v134 907 793
v36 v0 692 104
v36 v16 282 236
v36 v61 491 790
v36 v68 229 547
v36 v79 100 338
v36 v90 812 265
v36 v93 950 280
v36 v95 181 566
v36 v118 906 247
v36 v125 700 114
v37 v34 324 581
v37 v55 654 961
v37 v57 778 17
v37 v86 559 56
v38 v10 693 553
v38 v30 623 187
v38 v44 331 931
v38 v76 628 13
v38 v81 162 303
v38 v103 726 898
v38 v125 291 749
v38 v134 60 651
v39 v40 19 322
v40 v32 110 191
v40 v59 397 575
v40 v110 618 239
v40 v111 997 910
v40 v138 638 848
v41 v14 517 195
v41 v60 19 199
v41 v77 805 586
v41 v101 494 647
v41 v109 801 448
v41 v122 832 166
v41 v124 125 80
v41 v127 985 528
v41 v132 526 3
v41 v141 914 359
v42 v16 806 318
v42 v38 153 880
v42 v57 129 796
v42 v71 946 407
v42 v86 193 494
v42 v89 539 78
v42 v104 91 443
v42 v114 488 548
v42 v121 36 875
v42 v131 196 671
v43 v27 241 839
v43 v38 447 867
v43 v46 135 22
v43 v50 161 127
v43 v65 879 436
v43 v66 52 476
v43 v91 259 131
v43 v101 176 59
v43 v102 12 367
v44 v1 10 238
v44 v38 954 53
v44 v104 769 736
v44 v108 380 146
v45 v6 282 84
v45 v63 834 391
v45 v111 671 514
v45 v132 815 836
v46 v19 468 133
v46 v22 532 15
v46 v41 721 835
v46 v48 20 174
v46 v51 821 760
v46 v92 627 619
v46 v113 590 607
v46 v117 543 576
v46 v128 736 136
v47 v36 641 656
v47 v92 300 719
v47 v109 940 214
v47 v112 278 364
v48 v17 729 210
v48 v35 674 407
v48 v40 97 391
v48 v64 469 698
v48 v105 742 137
v48 v128 173 46
v48 v142 70 17
v49 v94 809 872
v49 v134 986 152
v50 v34 20 826
v50 v81 838 400
v50 v91 549 375
v50 v119 825 282
v50 v138 216 32
v51 v17 903 387
v51 v18 598 798
v51 v21 186 821
v51 v94 391 676
v51 v104 547 423
v51 v115 338 13
v51 v141 322 67
v51 v144 682 151
v51 v145 288 537
v51 v146 579 437
v52 v45 266 95
v52 v50 892 738
v52 v65 757 366
v52 v109 567 323
v52 v110 498 135
v52 v147 611 617
v53 v1 193 256
v53 v18 963 941
v53 v25 133 375
v53 v26 985 994
v53 v32 35 433
v53 v41 35 836
v53 v43 487 920
v53 v51 780 895
v53 v59 638 498
v53 v62 398 690
v53 v64 786 210
v53 v91 992 534
v53 v100 805 337
v53 v110 646 358
v53 v134 190 473
v53 v147 349 757
v54 v25 99 516
v54 v34 577 335
v54 v56 458 316
v54 v57 768 184
v54 v91 134 445
v54 v121 783 829
v54 v138 133 242
v54 v143 151 802
v55 v26 973 953
v55 v38 873 260
v55 v74 428 640
v55 v154 135 107
v56 v89 915 837
v56 v92 930 452
v56 v103 498 51
v56 v125 867 437
v57 v12 4 797
v57 v23 23 594
v57 v46 961 651
v57 v57 734 243
v57 v64 11 786
v57 v70 548 56
v57 v75 48 659
v57 v82 435 251
v57 v100 792 914
v57 v147 406 946
v57 v153 379 917
v58 v44 835 62
v58 v45 280 281
v58 v54 942 21
v58 v59 822 719
v58 v95 858 490
v58 v133 419 181
v59 v7 372 367
v59 v50 561 497
v59 v75 891 999
v59 v87 14 10
v59 v137 920 500
v59 v149 711 692
v60 v17 741 206
v60 v32 796 436
v60 v41 340 374
v60 v64 707 911
v60 v115 537 313
v61 v5 742 364
v61 v7 370 483
v61 v8 942 390
v61 v33 946 530
v61 v64 577 30
v61 v94 240 442
v61 v103 491 298
v61 v108 724 405
v62 v0 31 51
v62 v6 848 373
v62 v31 628 246
v62 v46 283 987
v62 v67 301 926
v62 v92 17 556
v62 v122 561 912
v62 v139 429 142
v62 v151 81 343
v62 v152 619 707
v63 v39 227 432
v63 v72 142 422
v63 v82 241 460
v63 v93 724 931
v64 v6 860 8
v64 v94 296 329
v64 v124 336 920
v64 v150 893 882
v64 v154 491 577
v64 v158 732 617
v65 v72 505 239
v65 v75 909 284
v65 v104 910 346
v65 v125 469 554
v65 v152 474 366
v66 v31 624 31
v66 v37 580 380
v66 v49 675 813
v66 v107 920 347
v66 v118 720 734
v66 v120 99 169
v67 v4 791 191
v67 v23 912 785
v67 v28 570 908
v67 v57 97 603
v67 v91 528 887
v67 v98 43 897
v67 v120 898 190
v67 v131 746 560
v67 v138 73 355
v68 v39 352 678
v68 v61 532 981
v68 v71 336 386
v68 v84 656 647
v68 v97 829 373
v68 v112 566 56
v68 v125 44 844
v68 v150 210 423
v68 v168 820 879
v69 v7 976 868
v69 v10 542 335
v69 v29 99 422
v69 v44 223 714
v69 v61 85 883
v69 v90 379 964
v69 v94 129 968
v69 v137 203 625
v69 v143 201 761
v69 v154 495 380
v70 v11 618 879
v70 v28 932 594
v70 v33 914 8
v70 v99 485 655
v70 v116 846 846
v70 v123 19 439
v70 v164 579 601
v71 v47 535 941
v71 v66 606 935
v71 v97 392 863
v71 v109 718 369
v71 v115 821 537
v72 v14 711 986
v72 v19 842 444
v72 v20 525 921
v72 v87 271 963
v72 v107 914 122
v72 v108 746 611
v72 v114 176 421
v72 v116 867 35
v72 v157 228 27
v72 v169 134 788
v73 v94 648 344
v73 v112 472 655
v73 v116 908 361
v73 v133 605 67
v73 v148 64 752
v73 v151 855 78
v73 v161 936 88
v73 v164 454 827
v74 v0 550 668
v74 v5 840 827
v74 v44 826 447
v74 v106 887 423
v74 v109 633 464
v74 v134 324 157
v74 v143 455 600
v75 v3 305 550
v75 v12 841 555
v75 v49 509 238
v75 v53 549 269
v75 v62 676 339
v75 v67 700 348
v75 v91 369 946
v75 v152 776 932
v75 v156 196 198
v75 v160 72 726
v75 v172 407 91
v76 v5 555 182
v76 v6 260 878
v76 v22 9 125
v76 v33 805 252
v76 v50 544 934
v76 v53 685 944
v76 v56 683 746
v76 v105 435 612
v76 v108 778 442
v76 v119 618 140
v76 v151 292 913
v76 v174 843 595
v77 v28 109 558
v77 v40 948 741
v77 v72 898 289
v77 v92 209 313
v77 v103 823 774
v77 v108 749 871
v77 v110 447 742
v77 v115 496 614
v77 v121 411 691
v77 v143 226 565
v77 v152 679 362
v77 v153 506 919
v77 v164 495 855
v77 v171 321 289
v78 v6 322 400
v78 v30 100 38
v78 v106 227 369
v78 v112 143 527
v78 v156 330 622
v78 v158 166 56
v79 v7 45 800
v79 v81 589 539
v79 v93 217 316
v79 v100 742 764
v79 v107 132 409
v79 v127 718 151
v79 v147 912 304
v79 v160 940 454
v79 v169 867 452
v79 v179 109 39
v80 v30 208 862
v80 v92 211 819
v80 v101 401 310
v80 v148 132 559
v81 v4 846 947
v81 v13 102 907
v81 v15 146 641
v81 v96 291 228
v81 v118 407 667
v81 v136 579 41
v81 v144 641 454
v81 v150 346 452
v81 v154 800 673
v82 v53 726 187
v82 v96 721 626
v82 v115 580 704
v82 v126 608 983
v82 v171 470 44
v82 v179 813 985
v82 v182 240 944
v83 v26 411 452
v83 v66 533 192
v83 v94 207 881
v83 v101 95 890
v83 v118 978 490
v83 v120 897 438
v83 v121 882 750
v83 v170 427 678
v83 v173 133 671
v83 v180 324 411
v84 v28 266 95
v84 v37 935 660
v84 v89 621 198
v84 v109 39 726
v84 v157 569 4
v84 v175 713 431
v85 v6 59 65
v85 v76 383 834
v85 v99 98 824
v85 v135 845 938
v85 v136 748 282
v85 v145 858 7
v85 v146 785 40
v86 v0 100 797
v86 v12 816 752
v86 v28 485 4
v86 v30 702 49
v86 v36 544 410
v86 v44 832 120
v86 v45 121 897
v86 v55 824 373
v86 v59 759 728
v86 v77 130 741
v86 v79 503 719
v86 v95 451 969
v86 v116 635 586
v86 v126 694 259
v86 v137 145 606
v86 v154 595 21
v86 v169 814 49
v86 v174 361 375
v87 v17 83 516
v87 v27 552 1000
v87 v41 361 70
v87 v59 460 303
v87 v87 112 236
v87 v105 536 758
v87 v122 40 30
v87 v126 272 146
v87 v176 719 684
v87 v183 439 240
v88 v15 211 662
v88 v30 761 769
v88 v100 312 92
v88 v101 259 753
v88 v124 826 964
v88 v142 237 513
v88 v153 278 123
v88 v167 409 851
v88 v175 324 164
v89 v41 977 412
v89 v66 232 605
v89 v68 115 281
v89 v132 530 21
v89 v157 978 197
v90 v69 717 930
v90 v71 150 643
v90 v73 264 440
v90 v82 48 588
v90 v100 418 677
v90 v103 130 932
v90 v136 644 18
v90 v157 350 156
v90 v158 664 78
v90 v165 353 346
v90 v167 277 886
v90 v168 604 693
v90 v173 690 595
v91 v15 297 203
v91 v62 782 741
v91 v64 531 733
v91 v79 422 743
v91 v92 835 107
v91 v93 314 988
v91 v108 249 300
v91 v133 22 291
v91 v168 841 165
v92 v4 817 115
v92 v15 145 139
v92 v60 484 90
v92 v65 284 389
v92 v75 646 719
v92 v80 806 270
v92 v88 18 351
v92 v97 227 434
v92 v110 65 869
v92 v112 190 23
v92 v116 898 399
v92 v118 227 381
v92 v130 407 389
v92 v160 749 510
v92 v187 751 879
v93 v1 894 149
v93 v8 381 14
v93 v24 336 812
v93 v55 575 383
v93 v63 389 137
v93 v103 119 445
v93 v132 434 577
v93 v133 637 372
v93 v135 694 123
v93 v143 790 17
v93 v161 991 963
v93 v174 337 939
v94 v68 616 797
v94 v86 709 317
v94 v94 208 879
v94 v100 445 948
v94 v145 656 601
v94 v181 704 41
v94 v183 229 466
v94 v190 639 264
v95 v6 245 560
v95 v17 162 14
v95 v33 108 158
v95 v57 625 369
v95 v66 898 432
v95 v84 991 101
v95 v109 729 789
v95 v143 873 148
v95 v149 423 944
v95 v158 762 527
v95 v162 765 928
v95 v186 241 737
v96 v60 334 937
v96 v62 146 625
v96 v71 961 70
v96 v77 972 543
v96 v84 563 221
v96 v89 552 287
v96 v130 875 828
v96 v146 236 432
v96 v172 500 631
v96 v176 941 428
v97 v21 584 516
v97 v22 783 126
v97 v43 412 660
v97 v186 431 714
v98 v7 328 814
v98 v16 998 611
v98 v25 658 240
v98 v32 671 581
v98 v52 773 994
v98 v120 788 443
v98 v135 478 314
v98 v160 99 327
v98 v194 307 483
v99 v72 384 946
v99 v103 403 771
v99 v121 88 486
v99 v154 434 826
v99 v174 240 96
v99 v186 790 340
v100 v5 890 621
v100 v40 887 814
v100 v76 518 697
v100 v79 884 684
v100 v84 369 473
v100 v122 146 233
v100 v177 605 767
v100 v185 214 618
v100 v191 873 747
v101 v1 918 570
v101 v51 170 37
v101 v67 35 488
v101 v84 515 698
v101 v101 562 255
v101 v124 198 120
v101 v145 900 862
v101 v198 559 885
v102 v4 714 968
v102 v11 9 962
v102 v20 215 803
v102 v31 730 798
v102 v34 205 434
v102 v47 589 811
v102 v50 247 946
v102 v55 997 106
v102 v63 587 919
v102 v78 507 934
v102 v104 932 461
v102 v135 260 583
v103 v43 10 8
v103 v70 561 345
v103 v85 482 997
v103 v133 722 242
v103 v186 30 497
v103 v202 704 276
v104 v25 222 489
v104 v32 204 218
v104 v66 410 637
v104 v128 410 828
v104 v163 521 485
v104 v169 205 548
v104 v179 708 472
v104 v195 923 954
v104 v202 694 444
v105 v52 572 325
v105 v62 414 701
v105 v72 21 479
v105 v97 691 868
v105 v126 867 296
v105 v133 494 482
v105 v160 910 919
v105 v177 549 621
v105 v185 985 627
v105 v187 636 747
v106 v11 199 844
v106 v14 394 120
v106 v25 754 687
v106 v28 951 208
v106 v34 218 807
v106 v54 982 691
v106 v124 28 967
v106 v127 69 717
v106 v133 56 15
v106 v135 276 332
v106 v139 154 565
v106 v157 124 475
v106 v195 148 28
v107 v14 168 768
v107 v35 772 275
v107 v77 732 469
v107 v101 884 687
v107 v132 367 374
v107 v133 656 713
v107 v139 432 853
v108 v22 186 910
v108 v30 889 96
v108 v67 677 738
v108 v79 23 383
v108 v87 548 100
v108 v102 153 309
v108 v151 661 442
v108 v173 834 536
v108 v177 152 83
v109 v23 948 172
v109 v28 150 493
v109 v31 887 227
v109 v40 69 15
v109 v62 544 641
v109 v71 615 299
v109 v96 845 164
v109 v106 401 298
v109 v126 865 510
v109 v162 708 678
v109 v163 928 384
v109 v191 695 348
v109 v207 332 139
v110 v18 137 515
v110 v31 733 880
v110 v61 611 183
v110 v97 38 944
v110 v99 439 785
v110 v106 940 440
v110 v114 527 303
v110 v131 456 42
v110 v154 481 421
v110 v157 454 226
v110 v162 630 961
v110 v194 909 617
v111 v14 523 69
v111 v29 184 109
v111 v35 366 572
v111 v39 35 406
v111 v53 353 209
v111 v56 453 443
v111 v112 683 655
v111 v126 368 257
v111 v127 42 192
v111 v152 708 566
v112 v32 525 569
v112 v90 158 230
v112 v91 13 207
v112 v97 830 540
v112 v100 804 666
v112 v109 525 87
v112 v162 163 634
v112 v177 138 144
v112 v178 458 866
v112 v179 56 843
v112 v192 296 917
v112 v210 799 97
v113 v27 592 279
v113 v36 26 198
v113 v37 913 751
v113 v72 518 445
v113 v88 269 228
v113 v95 104 991
v113 v100 27 985
v113 v133 136 939
v113 v157 675 385
v113 v194 518 29
v113 v202 335 995
v113 v211 685 186
v114 v25 539 57
v114 v36 381 999
v114 v64 797 460
v114 v67 439 917
v114 v117 465 991
v114 v127 646 476
v114 v130 62 747
v114 v136 553 507
v114 v146 983 32
v114 v164 605 292
v114 v178 498 820
v114 v199 627 240
v115 v17 633 304
v115 v37 536 319
v115 v43 917 886
v115 v88 750 895
v115 v90 416 948
v115 v108 599 974
v115 v110 741 640
v115 v116 332 151
v115 v139 217 211
v115 v148 118 687
v115 v170 730 844
v116 v54 702 764
v116 v109 82 174
v116 v112 323 192
v116 v120 688 244
v116 v177 966 63
v116 v179 788 579
v116 v190 566 776
v116 v197 175 84
v116 v204 921 541
v117 v20 381 696
v117 v23 745 810
v117 v49 491 907
v117 v102 845 892
v117 v125 382 153
v117 v138 161 571
v117 v147 473 394
v117 v212 698 20
v118 v36 421 126
v118 v53 441 913
v118 v55 351 975
v118 v58 754 484
v118 v69 766 362
v118 v76 347 311
v118 v115 577 577
v118 v117 503 915
v118 v120 171 514
v118 v128 737 592
v118 v167 678 672
v118 v189 417 270
v118 v196 818 7
v118 v203 305 631
v118 v212 667 588
v118 v213 999 488
v118 v217 352 126
v118 v218 638 954
v119 v70 816 415
v119 v71 222 48
v119 v91 684 746
v119 v101 465 424
v119 v104 22 222
v119 v114 953 759
v119 v128 556 655
v119 v139 413 407
v119 v152 274 461
v119 v166 372 277
v119 v168 745 445
v119 v190 794 367
v119 v205 120 159
v119 v208 756 287
v120 v62 754 54
v120 v66 815 24
v120 v67 979 277
v120 v88 94 533
v120 v99 947 568
v120 v173 605 734
v120 v180 431 106
v120 v210 133 260
v121 v22 316 843
v121 v62 625 994
v121 v64 891 89
v121 v91 352 276
v121 v94 906 144
v121 v102 138 578
v121 v139 141 2
v121 v168 943 602
v121 v187 430 270
v121 v198 332 486
v121 v201 842 748
v121 v205 537 162
v121 v216 865 344
v122 v33 853 577
v122 v44 300 247
v122 v46 991 311
v122 v48 371 242
v122 v81 109 78
v122 v154 554 231
v122 v167 394 588
v122 v169 355 761
v122 v170 755 170
v122 v175 401 346
v122 v180 252 80
v122 v195 696 401
v123 v36 99 787
v123 v44 440 203
v123 v56 665 390
v123 v59 124 348
v123 v75 745 633
v123 v90 946 579
v123 v102 90 276
v123 v116 427 267
v123 v120 467 448
v123 v178 613 519
v123 v205 50 272
v123 v208 266 394
v124 v28 226 980
v124 v37 19 747
v124 v40 873 807
v124 v48 707 2
v124 v50 594 509
v124 v52 457 182
v124 v91 566 25
v124 v110 918 680
v124 v123 154 70
v124 v127 704 598
v124 v134 362 399
v124 v146 336 60
v124 v158 339 788
v124 v174 424 406
v125 v36 453 123
v125 v38 456 988
v125 v150 883 147
v125 v152 814 736
v125 v182 376 853
v125 v184 68 57
v125 v199 40 71
v125 v216 234 118
v126 v37 492 555
v126 v100 387 595
v126 v124 638 852
v126 v156 749 541
v126 v173 178 237
v127 v36 381 58
v127 v37 17 935
v127 v41 285 599
v127 v95 640 173
v127 v105 563 91
v127 v134 14 232
v127 v187 542 602
v127 v210 621 980
v127 v216 211 765
v127 v220 277 994
v128 v31 202 247
v128 v32 347 183
v128 v70 148 289
v128 v75 981 298
v128 v105 403 610
v128 v163 849 91
v128 v192 755 814
v129 v31 454 646
v129 v43 31 139
v129 v64 256 855
v129 v102 922 59
v129 v111 874 298
v129 v126 870 902
v129 v139 331 446
v129 v157 731 222
v129 v176 865 10
v129 v205 143 655
v129 v207 896 259
v129 v219 505 75
v130 v36 771 29
v130 v50 821 778
v130 v82 292 496
v130 v87 410 298
v130 v96 412 757
v130 v101 357 417
v130 v133 857 819
v130 v141 648 89
v130 v166 586 326
v130 v180 129 679
v130 v183 143 576
v130 v218 68 24
v130 v223 337 10
v131 v34 21 837
v131 v53 305 699
v131 v82 717 927
v131 v135 636 793
v131 v145 714 738
v131 v174 548 277
v131 v190 696 18
v131 v191 388 823
v131 v193 637 779
v131 v202 691 581
v131 v218 562 240
v131 v225 828 947
v131 v228 609 471
v132 v64 119 256
v132 v83 990 426
v132 v100 590 697
v132 v152 536 721
v132 v194 449 940
v132 v196 643 409
v132 v198 889 668
v132 v206 906 82
v133 v55 55 913
v133 v56 152 185
v133 v78 319 582
v133 v118 220 128
v133 v183 374 171
v133 v190 268 92
v133 v201 972 276
v133 v203 341 702
v133 v221 864 954
v133 v229 952 711
v134 v64 428 774
v134 v124 892 536
v134 v142 47 822
v134 v148 424 125
v134 v176 601 184
v134 v189 831 143
v135 v59 86 218
v135 v82 661 860
v135 v126 415 12
v135 v127 863 227
v135 v151 532 142
v135 v153 693 502
v135 v169 926 115
v135 v198 156 222
v135 v204 286 25
v135 v217 355 73
v136 v43 271 727
v136 v65 562 226
v136 v66 897 662
v136 v89 236 831
v136 v90 373 564
v136 v96 761 672
v136 v132 492 334
v136 v138 684 952
v136 v161 735 677
v136 v195 147 65
v136 v205 885 328
v136 v233 287 969
v137 v73 509 698
v137 v85 858 859
v137 v100 483 974
v137 v102 897 326
v137 v121 393 806
v137 v184 947 977
v137 v217 863 712
v137 v227 854 561
v137 v235 130 878
v138 v38 157 288
v138 v49 789 469
v138 v55 975 352
v138 v56 935 489
v138 v78 260 44
v138 v127 856 991
v138 v158 749 854
v138 v195 42 197
v138 v227 763 783
v138 v229 581 46
v139 v84 480 972
v139 v95 379 31
v139 v98 470 635
v139 v101 368 722
v139 v117 866 685
v139 v125 215 640
v139 v128 570 118
v139 v152 184 825
v139 v177 993 494
v139 v205 854 672
v139 v206 92 432
v139 v226 948 589
v139 v234 98 174
v140 v58 458 39
v140 v100 337 332
v140 v121 491 540
v140 v126 626 885
v140 v204 462 576
v140 v232 245 599
v141 v62 187 603
v141 v98 640 545
v141 v108 70 873
v141 v131 449 973
v141 v148 925 786
v141 v172 944 838
v141 v211 119 364
v141 v215 893 939
v141 v218 950 298
v141 v237 734 230
v142 v101 215 117
v142 v120 839 827
v142 v148 170 518
v142 v170 284 760
v142 v212 877 739
v143 v52 901 21
v143 v53 86 475
v143 v59 933 549
v143 v61 744 687
v143 v68 902 351
v143 v101 826 17
v143 v149 800 300
v143 v152 33 571
v143 v155 249 177
v143 v171 727 989
v143 v178 25 319
v143 v183 384 368
v143 v198 168 164
v143 v199 756 640
v143 v201 659 14
v143 v213 331 952
v143 v225 332 836
v143 v233 628 139
v144 v53 799 662
v144 v66 949 504
v144 v78 575 686
v144 v79 168 641
v144 v136 299 133
v144 v138 253 455
v144 v140 948 327
v144 v192 593 293
v144 v195 248 637
v144 v216 255 904
v144 v232 119 629
v145 v51 227 553
v145 v82 315 405
v145 v100 72 832
v145 v107 539 888
v145 v116 536 765
v145 v166 965 43
v145 v167 563 856
v145 v210 827 669
v145 v211 346 143
v145 v228 218 64
v146 v122 736 865
v146 v128 552 71
v146 v129 216 577
v146 v134 70 430
v146 v154 328 945
v146 v167 36 459
v146 v172 774 935
v146 v203 858 170
v146 v224 930 948
v146 v227 792 284
v146 v231 676 429
v146 v241 845 592
v147 v117 864 429
v147 v134 167 615
v147 v158 717 685
v147 v178 393 383
v147 v179 324 866
v147 v193 128 884
v147 v215 497 757
v147 v236 54 83
v147 v238 618 958
v147 v240 809 658
v147 v247 146 903
v148 v58 609 663
v148 v63 482 623
v148 v139 620 354
v148 v172 146 220
v148 v202 540 940
v148 v217 712 452
v149 v52 599 28
v149 v54 360 923
v149 v57 182 904
v149 v59 955 562
v149 v65 674 36
v149 v82 810 739
v149 v83 952 354
v149 v95 348 901
v149 v126 893 106
v149 v130 38 234
v149 v131 937 812
v149 v138 352 519
v149 v153 983 991
v149 v155 457 866
v149 v161 806 953
v149 v176 645 604
v149 v198 447 592
v149 v234 522 211
v149 v235 383 851
v150 v79 785 143
v150 v88 925 783
v150 v92 438 477
v150 v100 758 972
v150 v105 2 27
v150 v135 735 403
v150 v158 288 858
v150 v159 710 371
v150 v165 702 384
v150 v227 159 704
v150 v234 261 483
v150 v249 560 980
v151 v57 477 768
v151 v69 35 853
v151 v89 176 403
v151 v102 449 314
v151 v115 98 97
v151 v157 570 256
v151 v194 84 839
v151 v211 172 233
v151 v226 746 607
v151 v232 383 706
v152 v63 974 205
v152 v66 603 156
v152 v82 867 354
v152 v85 388 578
v152 v86 64 621
v152 v118 64 968
v152 v157 504 558
v152 v164 385 209
v152 v205 872 697
v152 v217 716 252
v152 v227 790 601
v152 v248 450 369
v152 v252 771 149
v153 v61 810 434
v153 v147 370 737
v153 v153 582 849
v153 v166 425 246
v153 v181 855 359
v153 v236 898 945
v153 v237 80 143
v154 v65 828 453
v154 v74 528 717
v154 v86 358 36
v154 v89 291 308
v154 v92 254 476
v154 v133 88 350
v154 v146 503 755
v154 v206 75 723
v154 v214 138 808
v154 v243 300 767
v155 v79 164 954
v155 v88 434 204
v155 v93 334 209
v155 v97 965 805
v155 v108 530 694
v155 v132 396 857
v155 v137 149 941
v155 v175 418 667
v155 v193 600 369
v155 v195 112 864
v155 v198 246 377
v155 v204 97 487
v155 v235 398 695
v155 v241 137 459
v155 v250 905 967
v155 v254 674 228
v156 v93 640 445
v156 v143 556 552
v156 v148 870 406
v156 v180 487 621
v156 v189 276 816
v156 v199 443 570
v156 v208 479 82
v156 v239 174 901
v157 v70 517 578
v157 v91 137 257
v157 v132 556 254
v157 v163 562 519
v157 v182 360 337
v157 v187 541 115
v157 v207 97 570
v157 v214 556 780
v157 v245 974 625
v157 v248 202 746
v158 v101 127 477
v158 v107 213 18
v158 v115 297 394
v158 v124 749 949
v158 v148 459 195
v158 v152 687 921
v158 v191 735 268
v158 v197 735 900
v158 v211 932 968
v158 v228 500 530
v158 v257 493 815
v159 v72 160 938
v159 v99 36 947
v159 v106 692 94
v159 v108 128 334
v159 v129 977 70
v159 v136 85 703
v159 v145 584 212
v159 v185 266 670
v159 v208 310 599
v159 v250 790 940
v160 v67 303 680
v160 v78 504 98
v160 v80 95 492
v160 v94 645 948
v160 v110 824 973
v160 v142 174 664
v160 v191 94 960
v160 v252 431 129
v161 v106 89 723
v161 v157 472 804
v161 v166 927 613
v161 v192 537 584
v161 v211 236 835
v161 v216 751 406
v161 v235 636 995
v161 v248 649 677
v161 v254 29 292
v162 v63 421 779
v162 v93 751 421
v162 v123 811 304
v162 v144 993 322
v162 v190 975 168
v162 v257 327 781
v163 v77 316 874
v163 v117 385 761
v163 v127 51 550
v163 v134 229 960
v163 v135 734 752
v163 v141 142 907
v163 v157 794 449
v163 v170 658 349
v163 v174 609 299
v163 v244 710 446
v163 v249 656 791
v164 v67 578 843
v164 v98 217 180
v164 v137 936 804
v164 v140 816 789
v164 v153 394 554
v164 v159 330 282
v164 v174 886 852
v164 v178 796 796
v164 v196 279 391
v164 v204 875 606
v164 v246 121 162
v165 v70 609 332
v165 v89 525 512
v165 v98 976 525
v165 v127 191 13
v165 v204 550 627
v165 v207 279 297
v165 v216 629 576
