99225 v0 v9999
v48 v10 463 0
v48 v15 891 0
v48 v23 578 0
v48 v31 123 0
v48 v50 58 0
v48 v63 670 0
v48 v73 255 0
v48 v78 603 0
v49 v2 856 0
v49 v22 176 0
v49 v25 485 0
v49 v52 363 0
v49 v59 921 0
v49 v84 463 0
v49 v97 990 0
v49 v102 446 0
v49 v110 853 0
v49 v128 191 0
v49 v129 260 0
v49 v134 169 0
v49 v142 197 0
v50 v7 554 0
v50 v70 608 0
v50 v75 942 0
v50 v94 461 0
v50 v116 954 0
v50 v145 485 0
v51 v42 967 0
v51 v79 555 0
v51 v99 942 0
v51 v123 702 0
v51 v150 91 0
v52 v13 942 0
v52 v19 591 0
v52 v23 235 0
v52 v25 708 0
v52 v28 30 0
v52 v57 750 0
v52 v61 836 0
v52 v67 705 0
v52 v73 662 0
v52 v91 791 0
v52 v113 822 0
v52 v121 89 0
v53 v25 445 0
v53 v26 591 0
v53 v30 588 0
v53 v65 67 0
v53 v73 182 0
v53 v88 72 0
v53 v91 495 0
v53 v125 340 0
v54 v25 34 0
v54 v28 644 0
v54 v40 336 0
v54 v64 880 0
v54 v81 854 0
v54 v87 362 0
v54 v92 402 0
v54 v97 706 0
v54 v98 356 0
v54 v136 712 0
v54 v149 402 0
v54 v154 164 0
v55 v20 40 0
v55 v22 250 0
v55 v28 907 0
v55 v51 976 0
v55 v55 710 0
v55 v70 193 0
v55 v82 374 0
v55 v98 51 0
v55 v120 181 0
v55 v142 129 0
v56 v9 844 0
v56 v21 165 0
v56 v77 662 0
v56 v99 752 0
v56 v129 706 0
v56 v135 736 0
v57 v59 546 0
v57 v101 285 0
v57 v103 781 0
v57 v112 25 0
v57 v133 124 0
v57 v140 660 0
v58 v14 406 0
v58 v26 14 0
v58 v58 108 0
v58 v77 398 0
v58 v90 685 0
v58 v138 172 0
v58 v156 977 0
v59 v8 982 0
v59 v33 123 0
v59 v35 357 0
v59 v42 51 0
v59 v62 250 0
v59 v79 379 0
v59 v129 336 0
v60 v1 10 0
v60 v10 918 0
v60 v24 962 0
v60 v39 209 0
v60 v45 254 0
v60 v60 565 0
v60 v114 876 0
v60 v132 277 0
v60 v133 553 0
v60 v140 465 0
v61 v16 978 0
v61 v32 543 0
v61 v34 713 0
v61 v67 877 0
v61 v79 552 0
v61 v90 475 0
v61 v92 383 0
v61 v116 82 0
v61 v145 386 0
v61 v156 279 0
v62 v14 781 0
v62 v23 397 0
v62 v49 706 0
v62 v50 167 0
v62 v77 704 0
v62 v88 829 0
v62 v93 363 0
v62 v132 76 0
v62 v156 773 0
v63 v18 733 0
v63 v54 3 0
v63 v104 898 0
v63 v119 947 0
v63 v122 217 0
v63 v131 991 0
v63 v151 646 0
v63 v161 495 0
v64 v5 145 0
v64 v22 510 0
v64 v35 850 0
v64 v81 315 0
v64 v104 236 0
v64 v106 199 0
v65 v3 37 0
v65 v4 609 0
v65 v56 336 0
v65 v71 540 0
v65 v84 814 0
v65 v107 762 0
v65 v111 981 0
v65 v119 60 0
v65 v124 335 0
v66 v2 137 0
v66 v5 162 0
v66 v29 382 0
v66 v30 685 0
v66 v33 146 0
v66 v49 507 0
v66 v56 177 0
v66 v75 991 0
v66 v85 312 0
v66 v99 257 0
v66 v101 12 0
v66 v107 558 0
v66 v118 668 0
v66 v123 724 0
v67 v9 608 0
v67 v19 476 0
v67 v21 98 0
v67 v26 472 0
v67 v30 462 0
v67 v35 521 0
v67 v40 843 0
v67 v52 262 0
v67 v64 350 0
v67 v90 993 0
v67 v121 538 0
v68 v5 21 0
v68 v14 533 0
v68 v18 977 0
v68 v72 371 0
v68 v76 329 0
v68 v118 301 0
v68 v132 681 0
v68 v134 475 0
v68 v153 926 0
v68 v156 753 0
v68 v165 896 0
v69 v29 401 0
v69 v53 998 0
v69 v78 409 0
v69 v103 414 0
v69 v109 93 0
v69 v117 725 0
v69 v140 13 0
v69 v151 767 0
v70 v37 899 0
v70 v43 740 0
v70 v47 173 0
v70 v57 393 0
v70 v62 820 0
v70 v80 950 0
v70 v99 934 0
v71 v0 208 0
v71 v15 190 0
v71 v69 807 0
v71 v132 598 0
v71 v139 911 0
v71 v145 73 0
v71 v148 221 0
v71 v152 350 0
v71 v169 227 0
v72 v20 998 0
v72 v37 879 0
v72 v39 766 0
v72 v43 45 0
v72 v49 190 0
v72 v55 265 0
v72 v77 875 0
v72 v93 577 0
v72 v148 584 0
v72 v160 96 0
v72 v167 871 0
v73 v15 790 0
v73 v49 520 0
v73 v105 237 0
v73 v121 541 0
v73 v137 333 0
v74 v10 88 0
v74 v15 172 0
v74 v30 367 0
v74 v37 704 0
v74 v44 347 0
v74 v55 817 0
v74 v94 61 0
v74 v99 529 0
v74 v109 921 0
v74 v119 414 0
v74 v140 482 0
v74 v150 864 0
v75 v22 433 0
v75 v92 487 0
v75 v98 31 0
v75 v115 150 0
v75 v122 959 0
v75 v153 764 0
v75 v166 564 0
v75 v174 940 0
v76 v14 248 0
v76 v31 412 0
v76 v80 124 0
v76 v95 4 0
v76 v97 674 0
v76 v151 877 0
v76 v154 485 0
v76 v169 253 0
v77 v2 508 0
v77 v22 305 0
v77 v31 767 0
v77 v37 857 0
v77 v43 940 0
v77 v53 833 0
v77 v56 354 0
v77 v68 503 0
v77 v69 291 0
v77 v101 401 0
v77 v118 929 0
v77 v126 172 0
v77 v152 465 0
v77 v157 488 0
v78 v8 237 0
v78 v23 405 0
v78 v25 45 0
v78 v31 558 0
v78 v32 221 0
v78 v53 733 0
v78 v54 883 0
v78 v72 574 0
v78 v91 992 0
v78 v96 10 0
v78 v175 368 0
v79 v31 96 0
v79 v33 433 0
v79 v44 688 0
v79 v60 852 0
v79 v77 407 0
v79 v80 821 0
v79 v81 571 0
v79 v84 629 0
v79 v170 716 0
v80 v23 714 0
v80 v35 695 0
v80 v44 635 0
v80 v72 53 0
v80 v98 794 0
v80 v106 637 0
v80 v115 626 0
v80 v116 623 0
v80 v120 788 0
v80 v136 325 0
v80 v144 329 0
v80 v155 734 0
v80 v159 238 0
v81 v21 658 0
v81 v33 412 0
v81 v63 155 0
v81 v67 832 0
v81 v109 159 0
v81 v140 121 0
v81 v156 730 0
v81 v157 502 0
v82 v8 376 0
v82 v46 779 0
v82 v73 578 0
v82 v110 13 0
v82 v131 131 0
v82 v143 743 0
v82 v161 812 0
v82 v175 485 0
v82 v182 168 0
v83 v30 221 0
v83 v31 183 0
v83 v150 327 0
v83 v157 983 0
v84 v123 917 0
v84 v167 698 0
v84 v181 772 0
v85 v17 257 0
v85 v19 289 0
v85 v21 319 0
v85 v23 542 0
v85 v28 987 0
v85 v65 138 0
v85 v68 993 0
v85 v89 652 0
v85 v100 727 0
v85 v117 648 0
v85 v154 391 0
v85 v162 838 0
v85 v167 717 0
v85 v170 991 0
v86 v12 279 0
v86 v13 769 0
v86 v40 777 0
v86 v42 948 0
v86 v44 307 0
v86 v63 87 0
v86 v64 227 0
v86 v92 777 0
v86 v95 429 0
v86 v97 305 0
v86 v110 408 0
v86 v156 178 0
v86 v176 20 0
v87 v13 226 0
v87 v20 544 0
v87 v21 154 0
v87 v24 590 0
v87 v31 661 0
v87 v103 644 0
v87 v124 961 0
v87 v155 100 0
v87 v157 397 0
v88 v1 416 0
v88 v32 150 0
v88 v40 932 0
v88 v71 201 0
v88 v78 68 0
v88 v81 971 0
v88 v96 808 0
v88 v104 343 0
v88 v136 974 0
v88 v156 654 0
v88 v165 985 0
v89 v4 328 0
v89 v29 697 0
v89 v38 807 0
v89 v57 557 0
v89 v60 938 0
v89 v63 467 0
v89 v80 617 0
v89 v81 929 0
v89 v83 144 0
v89 v110 624 0
v89 v115 730 0
v89 v144 718 0
v89 v145 406 0
v89 v147 33 0
v90 v5 830 0
v90 v9 400 0
v90 v13 88 0
v90 v33 928 0
v90 v35 53 0
v90 v39 963 0
v90 v42 539 0
v90 v52 268 0
v90 v74 355 0
v90 v78 357 0
v90 v81 627 0
v90 v114 746 0
v90 v125 716 0
v90 v150 858 0
v90 v154 30 0
v90 v177 893 0
v90 v179 617 0
v91 v2 104 0
v91 v4 659 0
v91 v6 281 0
v91 v21 975 0
v91 v23 139 0
v91 v35 828 0
v91 v83 678 0
v91 v86 520 0
v91 v107 179 0
v91 v117 478 0
v91 v162 889 0
v92 v5 783 0
v92 v26 263 0
v92 v37 864 0
v92 v63 514 0
v92 v72 695 0
v92 v105 150 0
v92 v156 218 0
v92 v163 664 0
v92 v183 768 0
v93 v2 563 0
v93 v11 550 0
v93 v23 362 0
v93 v29 116 0
v93 v33 669 0
v93 v36 380 0
v93 v79 746 0
v93 v92 974 0
v93 v108 256 0
v93 v119 554 0
v93 v151 549 0
v94 v45 868 0
v94 v92 712 0
v94 v139 709 0
v94 v162 912 0
v94 v176 615 0
v95 v14 204 0
v95 v20 979 0
v95 v46 434 0
v95 v77 882 0
v95 v89 582 0
v95 v103 606 0
v95 v123 884 0
v95 v129 776 0
v95 v140 346 0
v95 v162 343 0
v95 v168 844 0
v96 v54 903 0
v96 v112 734 0
v96 v115 418 0
v96 v133 699 0
v96 v135 477 0
v96 v169 737 0
v96 v195 284 0
v97 v25 918 0
v97 v90 56 0
v97 v125 60 0
v97 v131 909 0
v97 v158 995 0
v97 v164 916 0
v97 v183 198 0
v97 v188 582 0
v98 v2 983 0
v98 v16 693 0
v98 v21 389 0
v98 v23 810 0
v98 v35 891 0
v98 v66 90 0
v98 v70 286 0
v98 v77 521 0
v98 v95 370 0
v98 v109 569 0
v98 v129 782 0
v98 v133 919 0
v98 v141 971 0
v98 v193 828 0
v99 v18 643 0
v99 v29 858 0
v99 v41 250 0
v99 v43 911 0
v99 v78 509 0
v99 v91 574 0
v99 v190 793 0
v100 v35 472 0
v100 v43 107 0
v100 v49 556 0
v100 v197 76 0
v101 v14 586 0
v101 v31 558 0
v101 v37 907 0
v101 v51 803 0
v101 v74 283 0
v101 v85 178 0
v101 v93 885 0
v101 v102 370 0
v101 v135 33 0
v101 v161 286 0
v101 v174 231 0
v101 v186 555 0
v101 v197 349 0
v102 v48 785 0
v102 v53 669 0
v102 v73 552 0
v102 v84 410 0
v102 v104 804 0
v102 v118 170 0
v102 v138 739 0
v102 v178 80 0
v103 v4 100 0
v103 v28 50 0
v103 v42 109 0
v103 v47 132 0
v103 v128 160 0
v103 v141 67 0
v103 v154 422 0
v103 v202 172 0
v104 v9 736 0
v104 v62 492 0
v104 v84 254 0
v104 v120 732 0
v104 v155 446 0
v104 v170 955 0
v104 v186 818 0
v105 v10 972 0
v105 v13 653 0
v105 v21 528 0
v105 v24 546 0
v105 v25 409 0
v105 v40 445 0
v105 v63 33 0
v105 v73 204 0
v105 v83 105 0
v105 v96 577 0
v105 v105 817 0
v105 v109 594 0
v105 v115 708 0
v105 v134 130 0
v105 v135 229 0
v105 v136 391 0
v105 v144 268 0
v105 v150 71 0
v105 v152 555 0
v105 v160 570 0
v105 v171 163 0
v105 v198 465 0
v106 v36 319 0
v106 v37 369 0
v106 v38 762 0
v106 v47 107 0
v106 v69 965 0
v106 v81 171 0
v106 v87 500 0
v106 v90 27 0
v106 v96 953 0
v106 v97 287 0
v106 v113 54 0
v106 v115 73 0
v106 v134 630 0
v106 v156 216 0
v107 v19 714 0
v107 v33 894 0
v107 v49 946 0
v107 v52 82 0
v107 v69 757 0
v107 v105 218 0
v107 v172 724 0
v107 v201 149 0
v107 v205 637 0
v108 v48 970 0
v108 v72 631 0
v108 v91 979 0
v108 v93 117 0
v108 v100 214 0
v108 v101 462 0
v108 v132 211 0
v108 v141 559 0
v108 v153 132 0
v108 v157 624 0
v108 v172 515 0
v108 v200 84 0
v108 v204 930 0
v108 v208 777 0
v109 v25 754 0
v109 v53 774 0
v109 v63 526 0
v109 v90 801 0
v109 v113 4 0
v109 v189 520 0
v109 v203 191 0
v110 v35 116 0
v110 v54 428 0
v110 v55 752 0
v110 v63 395 0
v110 v77 510 0
v110 v91 182 0
v110 v106 106 0
v110 v108 658 0
v110 v109 738 0
v110 v117 446 0
v110 v135 345 0
v110 v136 87 0
v110 v176 581 0
v110 v194 3 0
v111 v18 349 0
v111 v50 590 0
v111 v54 450 0
v111 v57 526 0
v111 v61 478 0
v111 v81 692 0
v111 v87 49 0
v111 v151 542 0
v111 v157 371 0
v111 v163 59 0
v111 v172 632 0
v111 v209 159 0
v112 v51 277 0
v112 v72 940 0
v112 v90 156 0
v112 v110 428 0
v112 v116 723 0
v112 v140 557 0
v112 v144 404 0
v112 v167 947 0
v112 v182 81 0
v112 v193 888 0
v113 v19 186 0
v113 v37 260 0
v113 v52 726 0
v113 v54 744 0
v113 v66 106 0
v113 v82 987 0
v113 v99 869 0
v113 v109 422 0
v113 v115 880 0
v113 v117 120 0
v113 v130 689 0
v113 v138 651 0
v113 v156 350 0
v113 v196 826 0
v114 v23 256 0
v114 v44 566 0
v114 v67 169 0
v114 v72 296 0
v114 v117 832 0
v114 v121 908 0
v114 v143 200 0
v114 v164 608 0
v114 v203 591 0
v115 v20 219 0
v115 v34 264 0
v115 v54 266 0
v115 v56 105 0
v115 v71 203 0
v115 v76 340 0
v115 v104 7 0
v115 v131 808 0
v115 v138 116 0
v115 v153 430 0
v116 v18 277 0
v116 v43 141 0
v116 v58 911 0
v116 v61 745 0
v116 v95 480 0
v116 v104 992 0
v116 v112 554 0
v116 v134 47 0
v116 v149 987 0
v116 v199 932 0
v117 v47 829 0
v117 v58 760 0
v117 v59 202 0
v117 v87 1000 0
v117 v116 617 0
v117 v125 168 0
v117 v136 446 0
v117 v156 540 0
v117 v185 153 0
v117 v186 149 0
v117 v206 98 0
v117 v207 10 0
v118 v32 202 0
v118 v61 339 0
v118 v77 839 0
v118 v108 338 0
v118 v126 772 0
v118 v138 806 0
v118 v147 834 0
v118 v150 883 0
v118 v158 188 0
v118 v175 364 0
v118 v201 940 0
v119 v28 409 0
v119 v36 235 0
v119 v46 658 0
v119 v88 222 0
v119 v89 125 0
v119 v104 793 0
v119 v111 696 0
v119 v114 847 0
v119 v131 635 0
v119 v146 400 0
v119 v156 989 0
v119 v183 64 0
v119 v196 328 0
v119 v204 368 0
v119 v211 627 0
v119 v217 87 0
v120 v43 152 0
v120 v55 43 0
v120 v91 47 0
v120 v98 268 0
v120 v132 838 0
v120 v133 396 0
v120 v158 25 0
v120 v190 941 0
v120 v212 18 0
v120 v218 990 0
v121 v43 306 0
v121 v52 279 0
v121 v122 560 0
v121 v128 830 0
v121 v132 76 0
v121 v156 859 0
v121 v161 465 0
v121 v168 185 0
v121 v210 774 0
v122 v54 653 0
v122 v60 742 0
v122 v68 451 0
v122 v71 991 0
v122 v85 940 0
v122 v87 226 0
v122 v92 901 0
v122 v98 755 0
v122 v131 643 0
v122 v147 89 0
v122 v199 592 0
v123 v26 298 0
v123 v54 190 0
v123 v67 133 0
v123 v77 250 0
v123 v95 131 0
v123 v99 709 0
v123 v106 243 0
v123 v148 54 0
v123 v209 63 0
v124 v31 172 0
v124 v35 308 0
v124 v78 822 0
v124 v79 427 0
v124 v93 960 0
v124 v103 90 0
v124 v111 415 0
v124 v112 625 0
v124 v119 931 0
v124 v193 568 0
v125 v46 907 0
v125 v82 348 0
v125 v88 89 0
v125 v113 154 0
v125 v124 867 0
v125 v135 964 0
v125 v141 78 0
v125 v185 910 0
v125 v191 592 0
v125 v209 885 0
v126 v33 738 0
v126 v40 323 0
v126 v49 493 0
v126 v61 662 0
v126 v93 718 0
v126 v124 509 0
v126 v126 267 0
v126 v128 550 0
v126 v147 620 0
v126 v149 664 0
v126 v152 569 0
v126 v154 893 0
v126 v159 951 0
v126 v187 886 0
v126 v200 365 0
v127 v31 82 0
v127 v45 642 0
v127 v49 656 0
v127 v82 250 0
v127 v107 601 0
v127 v112 806 0
v127 v126 533 0
v127 v137 149 0
v127 v168 193 0
v127 v183 182 0
v127 v192 856 0
v127 v204 677 0
v127 v220 174 0
v128 v38 530 0
v128 v79 123 0
v128 v81 461 0
v128 v129 128 0
v128 v139 142 0
v128 v149 791 0
v128 v168 665 0
v128 v172 852 0
v128 v217 905 0
v129 v38 480 0
v129 v57 333 0
v129 v81 420 0
v129 v90 873 0
v129 v152 240 0
v129 v154 721 0
v129 v164 89 0
v129 v165 530 0
v129 v178 680 0
v129 v187 369 0
v130 v42 369 0
v130 v61 641 0
v130 v73 922 0
v130 v81 420 0
v130 v85 1000 0
v130 v102 777 0
v130 v121 774 0
v130 v131 966 0
v130 v155 248 0
v130 v189 875 0
v130 v218 832 0
v131 v32 11 0
v131 v100 509 0
v131 v143 103 0
v131 v153 773 0
v131 v231 745 0
v132 v39 6 0
v132 v44 793 0
v132 v75 388 0
v132 v95 185 0
v132 v100 829 0
v132 v127 60 0
v132 v129 670 0
v132 v170 525 0
v132 v178 346 0
v132 v180 633 0
v132 v193 812 0
v132 v216 569 0
v133 v57 40 0
v133 v86 565 0
v133 v97 552 0
v133 v128 278 0
v133 v133 52 0
v133 v155 332 0
v133 v188 715 0
v133 v192 735 0
v134 v70 166 0
v134 v84 362 0
v134 v129 125 0
v134 v168 552 0
v134 v175 280 0
v134 v183 400 0
v134 v212 286 0
v134 v213 977 0
v134 v222 271 0
v134 v223 950 0
v134 v226 495 0
v135 v105 948 0
v135 v110 282 0
v135 v125 57 0
v135 v145 44 0
v135 v163 296 0
v135 v198 950 0
v136 v44 733 0
v136 v48 824 0
v136 v73 990 0
v136 v176 394 0
v136 v180 156 0
v136 v191 566 0
v136 v202 868 0
v136 v209 715 0
v137 v39 494 0
v137 v42 260 0
v137 v43 243 0
v137 v54 383 0
v137 v65 167 0
v137 v76 767 0
v137 v96 587 0
v137 v102 968 0
v137 v109 330 0
v137 v110 265 0
v137 v132 509 0
v137 v140 867 0
v137 v150 907 0
v137 v153 322 0
v137 v178 649 0
v137 v200 495 0
v137 v213 720 0
v138 v42 716 0
v138 v43 835 0
v138 v163 980 0
v138 v169 515 0
v138 v185 430 0
v138 v187 828 0
v138 v200 79 0
v138 v203 110 0
v138 v208 931 0
v138 v228 473 0
v139 v42 487 0
v139 v66 321 0
v139 v74 319 0
v139 v75 600 0
v139 v87 136 0
v139 v93 632 0
v139 v98 497 0
v139 v110 803 0
v139 v221 104 0
v139 v225 251 0
v139 v239 619 0
v140 v43 162 0
v140 v44 246 0
v140 v159 264 0
v140 v170 70 0
v140 v174 914 0
v140 v184 131 0
v140 v190 650 0
v140 v198 499 0
v140 v240 582 0
v141 v95 499 0
v141 v104 536 0
v141 v130 770 0
v141 v146 248 0
v141 v167 961 0
v141 v185 177 0
v141 v187 230 0
v141 v203 825 0
v141 v224 730 0
v142 v48 877 0
v142 v88 119 0
v142 v91 392 0
v142 v95 543 0
v142 v99 143 0
v142 v115 662 0
v142 v122 655 0
v142 v133 266 0
v142 v139 968 0
v142 v163 33 0
v142 v173 72 0
v142 v190 618 0
v142 v233 647 0
v143 v43 217 0
v143 v49 102 0
v143 v62 125 0
v143 v83 233 0
v143 v96 448 0
v143 v148 377 0
v143 v190 655 0
v143 v237 961 0
v144 v54 911 0
v144 v64 457 0
v144 v104 480 0
v144 v113 845 0
v144 v139 650 0
v144 v155 675 0
v144 v158 428 0
v144 v195 475 0
v144 v200 354 0
v144 v222 801 0
v144 v228 600 0
v144 v238 335 0
v145 v51 773 0
v145 v111 727 0
v145 v134 108 0
v145 v149 405 0
v145 v175 979 0
v146 v57 550 0
v146 v84 542 0
v146 v101 841 0
v146 v109 60 0
v146 v110 455 0
v146 v118 787 0
v146 v175 62 0
v146 v187 113 0
v146 v203 301 0
v146 v234 710 0
v146 v242 638 0
v147 v70 567 0
v147 v73 340 0
v147 v87 11 0
v147 v90 987 0
v147 v112 392 0
v147 v135 67 0
v147 v158 276 0
v147 v182 14 0
v147 v190 123 0
v147 v191 221 0
v147 v193 34 0
v147 v205 188 0
v147 v240 592 0
v147 v241 229 0
v148 v76 151 0
v148 v99 224 0
v148 v110 626 0
v148 v186 235 0
v149 v116 563 0
v149 v117 30 0
v149 v131 716 0
v149 v136 523 0
v149 v137 271 0
v149 v180 681 0
v149 v181 725 0
v149 v230 992 0
v150 v60 326 0
v150 v66 667 0
v150 v122 130 0
v150 v131 65 0
v150 v189 700 0
v150 v199 552 0
v150 v208 542 0
v150 v247 223 0
v151 v134 61 0
v151 v142 746 0
v151 v196 511 0
v151 v200 900 0
v151 v214 452 0
v151 v243 518 0
v151 v244 337 0
v152 v56 464 0
v152 v88 980 0
v152 v90 572 0
v152 v121 40 0
v152 v128 553 0
v152 v137 21 0
v152 v159 282 0
v152 v162 892 0
v152 v169 895 0
v152 v193 747 0
v152 v214 718 0
v152 v227 604 0
v153 v65 61 0
v153 v73 284 0
v153 v104 609 0
v153 v125 174 0
v153 v159 160 0
v153 v163 679 0
v153 v215 77 0
v153 v237 255 0
v154 v63 430 0
v154 v119 976 0
v154 v127 633 0
v154 v130 53 0
v154 v135 7 0
v154 v191 851 0
v154 v195 759 0
v155 v56 75 0
v155 v57 849 0
v155 v72 721 0
v155 v81 301 0
v155 v88 482 0
v155 v136 419 0
v155 v145 125 0
v155 v169 65 0
v155 v233 34 0
v155 v252 495 0
v156 v61 109 0
v156 v76 680 0
v156 v86 4 0
v156 v95 635 0
v156 v97 741 0
v156 v98 358 0
v156 v149 706 0
v156 v173 258 0
v156 v174 608 0
v156 v222 336 0
v156 v225 889 0
v157 v97 876 0
v157 v99 328 0
v157 v136 420 0
v157 v153 250 0
v157 v166 99 0
v157 v172 147 0
v157 v189 733 0
v157 v199 353 0
v157 v248 24 0
v157 v253 755 0
v158 v64 910 0
v158 v65 299 0
v158 v76 916 0
v158 v99 246 0
v158 v101 888 0
v158 v115 985 0
