950 v0 v99
v14 v12 704 0
v14 v17 823 0
v14 v18 255 0
v14 v19 820 0
v15 v12 265 0
v15 v14 796 0
v15 v16 79 0
v15 v17 343 0
v15 v19 154 0
v15 v20 156 0
v15 v21 417 0
v15 v23 211 0
v15 v24 788 0
v16 v7 6 0
v16 v8 399 0
v16 v14 497 0
v16 v15 684 0
v16 v24 438 0
v16 v26 266 0
v17 v7 465 0
v17 v8 900 0
v17 v9 974 0
v17 v10 83 0
v17 v11 552 0
v17 v13 665 0
v17 v18 20 0
v17 v19 484 0
v17 v21 716 0
v17 v23 621 0
v17 v25 318 0
v18 v10 964 0
v18 v11 707 0
v18 v12 791 0
v18 v15 579 0
v18 v16 438 0
v18 v17 663 0
v18 v18 430 0
v18 v19 983 0
v18 v23 751 0
v18 v27 845 0
v18 v28 251 0
v19 v9 461 0
v19 v13 506 0
v19 v14 217 0
v19 v16 901 0
v19 v19 247 0
v19 v26 226 0
v19 v28 595 0
v19 v29 543 0
v20 v10 763 0
v20 v11 464 0
v20 v12 236 0
v20 v14 760 0
v20 v15 756 0
v20 v16 603 0
v20 v19 369 0
v20 v20 725 0
v20 v21 997 0
v20 v24 889 0
v20 v25 12 0
v20 v26 451 0
v20 v27 52 0
v21 v11 75 0
v21 v12 830 0
v21 v13 254 0
v21 v15 610 0
v21 v17 930 0
v21 v18 602 0
v21 v19 635 0
v21 v23 216 0
v21 v25 177 0
v21 v26 418 0
v21 v28 33 0
v21 v29 289 0
v21 v30 239 0
v22 v15 557 0
v22 v19 169 0
v22 v23 479 0
v22 v28 40 0
v22 v31 234 0
v23 v14 41 0
v23 v15 667 0
v23 v17 599 0
v23 v20 356 0
v23 v21 686 0
v23 v23 710 0
v23 v24 967 0
v23 v27 322 0
v23 v28 993 0
v23 v31 890 0
v23 v32 192 0
v24 v15 52 0
v24 v16 134 0
v24 v17 715 0
v24 v18 996 0
v24 v20 14 0
v24 v21 861 0
v24 v22 120 0
v24 v26 854 0
v24 v28 564 0
v24 v29 943 0
v24 v31 808 0
v24 v32 806 0
v24 v34 305 0
v25 v16 495 0
v25 v17 781 0
v25 v18 329 0
v25 v20 392 0
v25 v22 325 0
v25 v25 679 0
v25 v27 514 0
v25 v30 538 0
v25 v31 147 0
v25 v34 800 0
v25 v35 709 0
v26 v20 324 0
v26 v22 70 0
v26 v27 100 0
v26 v28 710 0
v26 v30 815 0
v26 v31 383 0
v26 v32 543 0
v26 v35 80 0
v27 v17 934 0
v27 v18 653 0
v27 v19 682 0
v27 v21 294 0
v27 v22 967 0
v27 v24 985 0
v27 v26 309 0
v27 v29 390 0
v27 v32 849 0
v27 v33 579 0
v28 v19 821 0
v28 v20 194 0
v28 v28 451 0
v28 v31 302 0
v28 v33 135 0
v28 v37 844 0
v29 v19 891 0
v29 v21 77 0
v29 v23 692 0
v29 v26 809 0
v29 v27 549 0
v29 v28 688 0
v29 v32 239 0
v29 v33 905 0
v29 v35 64 0
v29 v37 418 0
v29 v38 968 0
v29 v39 504 0
v30 v20 908 0
v30 v21 379 0
v30 v29 706 0
v30 v30 455 0
v30 v32 702 0
v30 v35 407 0
v30 v36 125 0
v30 v37 217 0
v30 v38 341 0
v31 v21 849 0
v31 v24 792 0
v31 v27 148 0
v31 v30 887 0
v31 v31 366 0
v31 v33 271 0
v31 v34 431 0
v31 v39 515 0
v31 v41 802 0
v32 v22 987 0
v32 v23 490 0
v32 v24 110 0
v32 v26 920 0
v32 v27 151 0
v32 v28 639 0
v32 v29 611 0
v32 v30 619 0
v32 v31 718 0
v32 v36 462 0
v32 v37 847 0
v32 v38 747 0
v32 v39 320 0
v32 v40 156 0
v32 v41 851 0
v32 v42 98 0
v33 v27 125 0
v33 v28 681 0
v33 v33 591 0
v33 v34 493 0
v33 v36 569 0
v33 v37 285 0
v34 v24 951 0
v34 v25 279 0
v34 v27 185 0
v34 v29 145 0
v34 v30 543 0
v34 v31 464 0
v34 v32 319 0
v34 v35 53 0
v34 v36 632 0
v34 v38 677 0
v34 v40 279 0
v34 v42 440 0
v34 v43 694 0
v35 v25 225 0
v35 v27 209 0
v35 v31 122 0
v35 v33 132 0
v35 v35 572 0
v35 v36 882 0
v35 v37 470 0
v35 v42 117 0
v35 v43 332 0
v36 v28 864 0
v36 v29 603 0
v36 v31 317 0
v36 v32 797 0
v36 v33 648 0
v36 v35 794 0
v36 v36 981 0
v36 v37 149 0
v36 v38 616 0
v36 v41 791 0
v36 v42 577 0
v37 v27 994 0
v37 v28 69 0
v37 v29 310 0
v37 v31 75 0
v37 v32 38 0
v37 v33 293 0
v37 v36 608 0
v37 v37 567 0
v37 v38 829 0
v37 v39 487 0
v37 v41 830 0
v37 v43 661 0
v37 v44 724 0
v38 v28 939 0
v38 v29 793 0
v38 v31 646 0
v38 v32 96 0
v38 v33 741 0
v38 v34 596 0
v38 v36 671 0
v38 v37 725 0
v38 v38 385 0
v38 v46 370 0
v38 v47 184 0
v38 v48 784 0
v39 v29 140 0
v39 v30 864 0
v39 v39 185 0
v39 v41 373 0
v39 v46 244 0
v40 v30 694 0
v40 v31 288 0
v40 v33 165 0
v40 v35 256 0
v40 v39 866 0
v40 v40 781 0
v40 v41 927 0
v40 v43 932 0
v40 v47 405 0
v40 v48 83 0
v40 v49 326 0
v41 v33 293 0
v41 v35 722 0
v41 v36 5 0
v41 v37 220 0
v41 v41 295 0
v41 v42 48 0
v41 v43 812 0
v41 v44 856 0
v41 v46 527 0
v41 v48 1 0
v41 v49 426 0
v41 v51 998 0
v42 v32 538 0
v42 v33 481 0
v42 v36 16 0
v42 v38 750 0
v42 v41 45 0
v42 v44 797 0
v42 v47 138 0
v42 v50 206 0
v43 v33 317 0
v43 v36 771 0
v43 v37 882 0
v43 v39 127 0
v43 v40 409 0
v43 v42 997 0
v43 v49 616 0
v43 v51 81 0
v43 v53 617 0
v44 v34 454 0
v44 v35 744 0
v44 v37 654 0
v44 v38 652 0
v44 v39 820 0
v44 v41 622 0
v44 v42 68 0
v44 v44 392 0
v44 v48 781 0
v44 v51 665 0
v44 v52 116 0
v45 v35 575 0
v45 v36 266 0
v45 v37 626 0
v45 v40 138 0
v45 v41 920 0
v45 v49 307 0
v45 v55 205 0
v46 v36 505 0
v46 v37 586 0
v46 v38 564 0
v46 v40 316 0
v46 v46 995 0
v46 v48 696 0
v46 v49 848 0
v46 v51 514 0
v46 v54 165 0
v46 v56 970 0
v47 v38 650 0
v47 v39 310 0
v47 v41 964 0
v47 v42 639 0
v47 v46 46 0
v47 v49 654 0
v47 v52 979 0
v47 v56 74 0
v47 v57 425 0
v48 v38 348 0
v48 v39 735 0
v48 v43 379 0
v48 v44 477 0
v48 v45 253 0
v48 v46 297 0
v48 v48 985 0
v48 v52 163 0
v48 v54 900 0
v48 v56 402 0
v48 v58 361 0
v49 v39 506 0
v49 v40 8 0
v49 v41 903 0
v49 v44 410 0
v49 v46 566 0
v49 v47 516 0
v49 v49 638 0
v49 v50 99 0
v49 v51 347 0
v49 v53 521 0
v49 v55 140 0
v49 v58 914 0
v49 v59 627 0
v50 v40 631 0
v50 v46 17 0
v50 v47 112 0
v50 v52 485 0
v50 v59 644 0
v50 v60 697 0
v51 v41 970 0
v51 v42 451 0
v51 v43 422 0
v51 v44 793 0
v51 v47 141 0
v51 v51 979 0
v51 v52 545 0
v51 v58 495 0
v51 v60 305 0
v52 v51 587 0
v52 v53 353 0
v52 v54 294 0
v52 v55 452 0
v52 v57 847 0
v52 v60 630 0
v52 v61 685 0
v53 v43 423 0
v53 v45 789 0
v53 v46 563 0
v53 v47 957 0
v53 v49 987 0
v53 v50 661 0
v53 v52 587 0
v53 v57 903 0
v53 v59 856 0
v53 v61 766 0
v53 v63 581 0
v54 v45 465 0
v54 v47 516 0
v54 v48 828 0
v54 v49 748 0
v54 v52 345 0
v54 v55 876 0
v54 v58 685 0
v54 v59 143 0
v54 v60 254 0
v54 v61 241 0
v54 v64 740 0
v55 v45 368 0
v55 v46 121 0
v55 v47 415 0
v55 v51 226 0
v55 v54 620 0
v55 v55 562 0
v55 v65 939 0
v56 v46 560 0
v56 v48 335 0
v56 v49 210 0
v56 v50 522 0
v56 v52 525 0
v56 v53 59 0
v56 v55 22 0
v56 v56 3 0
v56 v58 352 0
v56 v60 915 0
v56 v62 293 0
v56 v63 138 0
v56 v64 912 0
v56 v65 939 0
v56 v66 699 0
v57 v48 182 0
v57 v51 3 0
v57 v53 736 0
v57 v56 354 0
v57 v57 959 0
v57 v58 676 0
v57 v62 68 0
v57 v64 688 0
v57 v65 45 0
v57 v66 552 0
v58 v49 296 0
v58 v52 612 0
v58 v53 897 0
v58 v56 281 0
v58 v60 695 0
v58 v62 352 0
v58 v64 426 0
v58 v65 385 0
v58 v67 869 0
v58 v68 724 0
v59 v54 248 0
v59 v55 662 0
v59 v58 741 0
v59 v59 386 0
v59 v61 779 0
v59 v64 979 0
v59 v65 194 0
v60 v51 245 0
v60 v53 546 0
v60 v54 368 0
v60 v55 822 0
v60 v57 208 0
v60 v58 46 0
v60 v60 566 0
v60 v61 200 0
v60 v62 583 0
v60 v66 841 0
v60 v70 814 0
v61 v51 737 0
v61 v52 910 0
v61 v55 837 0
v61 v57 862 0
v61 v58 154 0
v61 v59 466 0
v61 v60 653 0
v61 v62 544 0
v61 v63 542 0
v61 v65 514 0
v61 v68 98 0
v61 v69 634 0
v61 v71 406 0
v62 v52 415 0
v62 v55 700 0
v62 v59 388 0
v62 v61 9 0
v62 v62 865 0
v62 v64 1000 0
v62 v67 922 0
v62 v68 946 0
v62 v70 556 0
v62 v71 870 0
v62 v72 212 0
v63 v55 78 0
v63 v56 246 0
v63 v59 757 0
v63 v62 763 0
v63 v63 447 0
v63 v65 787 0
v63 v67 649 0
v63 v69 233 0
v63 v71 190 0
v63 v72 633 0
v64 v55 157 0
v64 v59 109 0
v64 v60 315 0
v64 v61 276 0
v64 v62 191 0
v64 v63 568 0
v64 v64 91 0
v64 v69 423 0
v64 v74 533 0
v65 v56 275 0
v65 v57 149 0
v65 v58 282 0
v65 v59 801 0
v65 v60 966 0
v65 v64 138 0
v65 v65 405 0
v65 v67 882 0
v65 v68 440 0
v65 v69 617 0
v65 v71 407 0
v65 v72 711 0
v65 v75 287 0
v66 v56 954 0
v66 v62 725 0
v66 v63 298 0
v66 v66 511 0
v66 v68 674 0
v66 v71 612 0
v66 v76 37 0
v67 v61 254 0
v67 v62 627 0
v67 v67 815 0
v67 v68 100 0
v67 v69 764 0
v67 v70 400 0
v67 v74 25 0
v67 v75 425 0
v67 v76 963 0
v67 v77 351 0
v68 v60 99 0
v68 v62 68 0
v68 v63 727 0
v68 v64 351 0
v68 v66 758 0
v68 v69 436 0
v68 v70 414 0
v68 v71 673 0
v68 v72 755 0
v68 v73 439 0
v68 v74 219 0
v68 v75 720 0
v69 v59 201 0
v69 v60 686 0
v69 v66 865 0
v69 v70 629 0
v69 v72 244 0
v69 v73 382 0
v69 v75 141 0
v69 v76 498 0
v69 v79 322 0
v70 v64 393 0
v70 v65 503 0
v70 v67 171 0
v70 v70 33 0
v70 v71 295 0
v70 v78 556 0
v71 v62 223 0
v71 v63 849 0
v71 v64 33 0
v71 v65 882 0
v71 v66 120 0
v71 v67 755 0
v71 v70 630 0
v71 v77 720 0
v71 v78 273 0
v71 v79 768 0
v72 v63 886 0
v72 v64 728 0
v72 v70 424 0
v72 v71 648 0
v72 v72 767 0
v72 v75 499 0
v72 v79 995 0
v73 v64 991 0
v73 v67 290 0
v73 v69 872 0
v73 v73 641 0
v73 v74 951 0
v73 v75 0 0
v73 v76 705 0
v73 v78 895 0
v73 v79 369 0
v73 v80 680 0
v73 v81 640 0
v74 v64 93 0
v74 v65 488 0
v74 v66 231 0
v74 v67 712 0
v74 v70 135 0
v74 v71 392 0
v74 v73 320 0
v74 v75 792 0
v74 v78 576 0
v74 v80 359 0
v74 v82 421 0
v74 v84 102 0
v75 v67 986 0
v75 v68 143 0
v75 v69 86 0
v75 v77 530 0
v75 v79 55 0
v75 v81 511 0
v76 v66 881 0
v76 v67 699 0
v76 v71 69 0
v76 v72 40 0
v76 v74 293 0
v76 v75 411 0
v76 v78 85 0
v76 v79 943 0
v76 v81 334 0
v76 v86 447 0
v77 v67 88 0
v77 v68 626 0
v77 v69 759 0
v77 v70 724 0
v77 v72 975 0
v77 v76 129 0
v77 v78 921 0
v77 v79 439 0
v77 v81 998 0
v77 v84 879 0
v77 v85 261 0
v78 v68 758 0
v78 v69 883 0
v78 v70 483 0
v78 v71 153 0
v78 v77 329 0
v78 v78 737 0
v78 v79 79 0
v78 v80 689 0
v78 v81 823 0
v78 v83 476 0
v78 v85 88 0
v78 v86 205 0
v78 v88 637 0
v79 v69 605 0
v79 v75 954 0
v79 v76 554 0
v79 v79 343 0
v79 v81 755 0
v79 v82 542 0
v79 v83 984 0
v79 v85 286 0
v79 v86 237 0
v79 v88 997 0
v80 v72 606 0
v80 v73 987 0
v80 v74 267 0
v80 v76 851 0
v80 v77 278 0
v80 v78 207 0
v80 v81 168 0
v80 v82 416 0
v80 v85 315 0
v80 v86 122 0
v80 v87 702 0
v80 v90 855 0
v81 v71 728 0
v81 v73 50 0
v81 v74 178 0
v81 v79 104 0
v81 v80 63 0
v81 v81 843 0
v81 v82 645 0
v81 v84 832 0
v81 v85 66 0
v81 v87 131 0
v81 v90 43 0
v81 v91 946 0
v82 v73 30 0
v82 v75 219 0
v82 v76 456 0
v82 v77 634 0
v82 v82 392 0
v82 v83 658 0
v82 v89 557 0
v82 v90 579 0
v82 v91 184 0
v82 v92 224 0
v83 v75 483 0
v83 v79 672 0
v83 v80 835 0
v83 v85 957 0
v83 v86 606 0
v83 v90 717 0
v84 v74 829 0
v84 v76 38 0
v84 v77 616 0
v84 v78 489 0
v84 v79 628 0
v84 v81 181 0
v84 v82 151 0
v84 v87 964 0
v84 v89 330 0
v84 v92 654 0
v84 v94 991 0
v85 v75 603 0
v85 v76 751 0
v85 v77 746 0
v85 v80 789 0
v85 v81 325 0
v85 v83 508 0
v85 v84 79 0
v85 v85 327 0
v85 v91 11 0
v85 v92 709 0
v85 v93 805 0
v85 v95 448 0
v86 v79 559 0
v86 v80 490 0
v86 v81 75 0
v86 v82 326 0
v86 v84 174 0
v86 v85 76 0
v86 v86 628 0
v86 v88 669 0
v86 v90 54 0
v86 v91 997 0
v86 v92 567 0
v86 v94 98 0
v86 v95 562 0
v86 v96 369 0
v87 v77 301 0
v87 v78 26 0
v87 v79 298 0
v87 v80 118 0
v87 v82 916 0
v87 v83 557 0
v87 v84 906 0
v87 v85 456 0
v87 v86 476 0
v87 v87 275 0
v87 v88 713 0
v87 v89 352 0
v87 v95 548 0
v87 v97 306 0
v88 v78 874 0
v88 v84 775 0
v88 v85 171 0
v88 v87 433 0
v88 v89 842 0
v88 v91 932 0
v88 v92 569 0
v88 v97 717 0
v88 v98 153 0
v89 v82 108 0
v89 v87 670 0
v89 v89 176 0
v89 v90 633 0
v89 v91 910 0
v89 v93 486 0
v89 v95 837 0
v89 v96 863 0
v90 v80 307 0
v90 v82 746 0
v90 v84 452 0
v90 v86 496 0
v90 v89 318 0
v90 v90 871 0
v90 v91 896 0
v90 v93 467 0
v90 v96 843 0
v90 v99 31 0
v91 v81 608 0
v91 v82 891 0
v91 v84 167 0
v91 v87 395 0
v91 v88 585 0
v91 v92 419 0
v91 v96 135 0
v91 v98 258 0
v92 v83 916 0
v92 v85 223 0
v92 v86 533 0
v92 v88 678 0
v92 v91 700 0
v92 v93 283 0
v92 v95 728 0
v92 v96 529 0
v93 v89 428 0
v93 v90 36 0
v93 v91 730 0
v93 v94 963 0
v93 v99 99 0
v94 v84 264 0
v94 v88 228 0
v94 v89 908 0
v94 v90 599 0
v94 v91 120 0
v94 v92 649 0
v94 v93 199 0
v94 v95 305 0
v94 v96 874 0
v94 v97 205 0
v94 v98 583 0
v94 v99 883 0
v95 v88 649 0
v95 v89 280 0
v95 v91 782 0
v95 v94 629 0
v95 v96 988 0
v95 v97 38 0
v96 v89 4 0
v96 v90 898 0
v96 v91 105 0
v96 v93 66 0
v96 v94 297 0
v96 v97 909 0
v96 v98 923 0
v96 v99 192 0
v97 v89 233 0
v97 v91 751 0
v97 v93 375 0
v97 v94 655 0
v97 v98 110 0
v97 v99 118 0
v98 v88 126 0
v98 v89 156 0
v98 v92 677 0
v98 v94 620 0
v98 v95 920 0
v98 v98 803 0
v99 v93 419 0
v99 v94 561 0
v99 v98 13 0
