937 v0 v99 
v27 v23 696 530
v27 v24 370 529
v27 v27 284 940
v27 v28 459 323
v27 v29 199 342
v27 v30 585 827
v27 v31 755 231
v27 v33 76 939
v27 v34 168 337
v27 v35 641 640
v27 v36 491 442
v28 v20 256 253
v28 v21 244 981
v28 v22 55 841
v28 v23 813 242
v28 v30 62 938
v28 v31 320 911
v28 v33 130 63
v28 v35 308 625
v28 v37 693 57
v29 v19 390 411
v29 v20 770 420
v29 v21 613 806
v29 v23 393 475
v29 v27 960 691
v29 v29 336 601
v29 v30 105 12
v29 v32 808 860
v29 v33 586 129
v29 v35 431 492
v29 v37 248 140
v29 v39 319 598
v30 v20 982 667
v30 v22 906 554
v30 v24 316 617
v30 v25 377 993
v30 v26 600 673
v30 v28 519 838
v30 v31 200 999
v30 v32 930 206
v30 v34 683 487
v30 v38 592 579
v31 v21 166 107
v31 v22 808 932
v31 v23 224 942
v31 v24 228 709
v31 v25 638 218
v31 v26 752 786
v31 v28 757 384
v31 v29 188 845
v31 v31 75 366
v31 v32 117 145
v31 v33 199 646
v31 v36 30 203
v31 v37 178 224
v31 v40 567 251
v31 v41 22 180
v32 v24 693 140
v32 v25 806 906
v32 v26 958 215
v32 v27 245 378
v32 v35 147 903
v32 v38 387 711
v32 v39 613 439
v32 v41 47 781
v33 v23 548 301
v33 v25 54 644
v33 v31 83 803
v33 v32 679 629
v33 v33 520 397
v33 v38 329 729
v33 v39 711 494
v33 v42 410 653
v34 v25 224 916
v34 v26 883 240
v34 v27 313 435
v34 v31 563 86
v34 v32 86 302
v34 v33 360 235
v34 v35 636 344
v34 v36 478 442
v34 v37 823 509
v34 v38 391 25
v34 v39 239 271
v34 v41 84 301
v35 v27 73 368
v35 v28 205 341
v35 v29 337 256
v35 v30 835 786
v35 v32 722 618
v35 v38 306 288
v35 v41 415 841
v35 v44 524 779
v36 v27 740 767
v36 v28 239 528
v36 v31 833 472
v36 v32 87 320
v36 v34 964 714
v36 v35 449 460
v36 v37 142 591
v36 v39 755 9
v36 v42 230 429
v36 v43 770 413
v36 v46 601 23
v37 v28 142 157
v37 v35 390 209
v37 v37 395 192
v37 v38 336 583
v37 v41 175 106
v37 v43 846 705
v37 v45 203 71
v37 v47 210 238
v38 v28 536 71
v38 v29 377 530
v38 v30 334 880
v38 v32 113 132
v38 v35 978 925
v38 v37 210 317
v38 v38 726 680
v38 v39 618 588
v38 v44 7 146
v38 v45 844 408
v38 v47 336 932
v39 v30 40 754
v39 v31 661 902
v39 v33 862 728
v39 v35 843 829
v39 v37 183 921
v39 v39 393 932
v39 v42 715 968
v39 v43 906 891
v39 v44 903 643
v39 v47 743 739
v40 v30 780 566
v40 v31 377 78
v40 v35 168 258
v40 v36 45 473
v40 v37 654 711
v40 v39 351 763
v40 v40 199 406
v40 v41 256 117
v40 v43 686 766
v40 v44 472 69
v40 v45 672 248
v40 v47 482 840
v40 v48 165 174
v41 v31 127 547
v41 v33 687 781
v41 v34 279 157
v41 v35 182 221
v41 v39 48 856
v41 v44 706 315
v41 v45 612 4
v41 v46 386 785
v41 v47 255 383
v41 v49 16 431
v41 v50 14 345
v42 v33 981 903
v42 v34 855 850
v42 v37 524 110
v42 v39 641 194
v42 v42 438 123
v42 v43 108 365
v42 v44 15 411
v42 v46 217 469
v42 v47 673 834
v42 v48 638 377
v42 v49 906 223
v42 v50 785 613
v43 v37 97 614
v43 v38 646 713
v43 v39 946 995
v43 v41 179 650
v43 v46 18 623
v43 v48 523 655
v43 v52 21 631
v44 v34 242 755
v44 v35 249 634
v44 v36 140 383
v44 v38 384 209
v44 v40 742 612
v44 v42 898 336
v44 v43 325 659
v44 v45 810 424
v44 v47 24 234
v44 v49 248 210
v44 v53 703 712
v45 v36 329 187
v45 v37 6 66
v45 v39 197 53
v45 v41 209 128
v45 v42 606 562
v45 v45 80 436
v45 v47 738 202
v45 v48 180 620
v45 v49 292 590
v45 v50 650 206
v45 v51 800 492
v45 v52 995 368
v45 v53 171 482
v45 v54 517 624
v46 v39 390 437
v46 v44 744 179
v46 v45 474 313
v46 v46 384 575
v46 v48 139 732
v46 v49 158 938
v46 v50 13 882
v47 v37 501 315
v47 v40 39 943
v47 v41 954 579
v47 v42 781 446
v47 v46 726 500
v47 v48 59 666
v47 v49 434 753
v47 v50 489 35
v47 v52 723 692
v47 v53 681 660
v47 v54 619 466
v47 v56 253 616
v48 v39 119 789
v48 v40 728 938
v48 v41 723 600
v48 v43 931 193
v48 v45 437 258
v48 v55 586 795
v48 v58 214 952
v49 v41 172 835
v49 v43 792 713
v49 v44 426 670
v49 v45 441 174
v49 v46 190 720
v49 v47 498 186
v49 v49 580 833
v49 v50 205 60
v49 v53 923 892
v49 v54 641 934
v49 v57 300 87
v49 v58 283 65
v49 v59 599 240
v50 v42 62 272
v50 v44 596 808
v50 v46 534 810
v50 v47 617 532
v50 v51 345 618
v50 v52 379 698
v50 v58 58 998
v50 v59 338 825
v50 v60 467 891
v51 v44 616 125
v51 v46 716 769
v51 v48 633 702
v51 v50 423 676
v51 v51 653 980
v51 v53 648 368
v51 v58 496 409
v51 v61 961 953
v52 v43 674 877
v52 v45 394 300
v52 v52 509 815
v52 v53 852 689
v52 v56 917 456
v52 v60 174 771
v53 v43 732 29
v53 v44 951 334
v53 v47 263 681
v53 v50 139 944
v53 v53 708 340
v53 v59 734 760
v53 v61 657 803
v54 v45 118 297
v54 v46 91 348
v54 v50 376 130
v54 v54 63 604
v54 v58 373 816
v54 v63 404 9
v55 v45 148 835
v55 v49 615 290
v55 v50 681 869
v55 v54 705 126
v55 v55 868 723
v55 v58 298 721
v55 v60 829 341
v55 v61 733 215
v55 v64 753 53
v56 v49 834 675
v56 v51 22 561
v56 v52 432 694
v56 v53 356 775
v56 v54 73 540
v56 v56 945 199
v56 v59 331 770
v56 v62 957 726
v56 v63 670 167
v56 v65 494 298
v57 v47 823 766
v57 v48 666 9
v57 v49 876 589
v57 v50 804 879
v57 v51 973 437
v57 v53 57 98
v57 v54 485 183
v57 v56 527 665
v57 v57 444 993
v57 v58 739 413
v57 v59 121 246
v57 v60 309 704
v57 v62 763 384
v57 v66 474 885
v58 v48 647 668
v58 v49 11 122
v58 v50 124 500
v58 v53 600 586
v58 v57 607 185
v58 v58 660 719
v58 v59 585 128
v58 v60 65 730
v58 v63 832 717
v58 v64 569 837
v59 v52 771 212
v59 v55 613 711
v59 v56 568 457
v59 v58 131 588
v59 v59 165 89
v59 v62 127 518
v59 v63 989 557
v59 v64 1000 967
v59 v66 47 968
v59 v69 546 455
v60 v50 502 711
v60 v51 932 360
v60 v56 37 192
v60 v57 876 852
v60 v58 137 616
v60 v61 746 637
v60 v62 563 261
v60 v63 665 925
v60 v64 467 85
v60 v68 208 72
v60 v70 648 713
v61 v56 841 157
v61 v57 806 444
v61 v58 987 618
v61 v59 276 127
v61 v62 337 655
v61 v63 931 341
v61 v65 817 231
v61 v66 100 386
v61 v68 974 107
v61 v70 539 745
v62 v54 357 717
v62 v56 277 622
v62 v57 49 174
v62 v58 769 398
v62 v59 825 759
v62 v64 606 130
v62 v65 703 525
v62 v68 581 753
v62 v69 940 742
v62 v71 796 255
v63 v53 468 187
v63 v54 362 817
v63 v55 293 282
v63 v60 650 878
v63 v61 312 416
v63 v65 245 967
v63 v66 589 58
v63 v67 292 567
v63 v70 971 434
v63 v73 509 527
v64 v57 14 631
v64 v58 851 763
v64 v59 435 719
v64 v61 756 677
v64 v72 76 375
v65 v56 388 174
v65 v57 115 346
v65 v59 552 871
v65 v61 306 494
v65 v62 218 2
v65 v65 312 951
v65 v69 474 913
v65 v72 630 471
v65 v73 362 109
v65 v74 911 739
v65 v75 363 9
v66 v56 503 202
v66 v57 526 920
v66 v58 126 935
v66 v60 672 256
v66 v61 404 383
v66 v62 438 913
v66 v63 831 275
v66 v64 449 672
v66 v66 362 765
v66 v67 367 904
v66 v69 194 291
v66 v70 404 431
v66 v73 203 971
v66 v76 431 500
v67 v60 782 799
v67 v65 112 980
v67 v66 21 129
v67 v67 512 13
v67 v69 694 849
v67 v70 999 611
v67 v72 296 288
v67 v75 156 746
v67 v77 785 117
v68 v60 840 439
v68 v61 723 801
v68 v65 875 605
v68 v67 123 135
v68 v68 280 196
v68 v70 631 204
v68 v71 52 389
v68 v72 313 716
v68 v74 344 436
v68 v78 275 372
v69 v59 359 728
v69 v60 327 916
v69 v61 41 0
v69 v62 762 329
v69 v63 483 286
v69 v65 189 258
v69 v67 311 114
v69 v68 13 699
v69 v71 759 829
v69 v72 797 603
v69 v74 665 282
v69 v75 393 89
v69 v77 760 616
v69 v78 600 991
v70 v61 721 456
v70 v63 559 633
v70 v64 742 485
v70 v66 738 157
v70 v67 196 428
v70 v69 898 777
v70 v74 734 120
v70 v76 429 536
v70 v79 613 280
v71 v61 46 978
v71 v66 701 545
v71 v69 768 521
v71 v70 798 399
v71 v71 278 211
v71 v72 163 585
v71 v73 713 9
v71 v76 724 737
v71 v78 225 303
v71 v81 46 546
v72 v62 40 654
v72 v63 904 284
v72 v65 809 52
v72 v67 843 215
v72 v69 355 647
v72 v71 85 969
v72 v75 626 301
v72 v76 58 640
v72 v79 988 286
v72 v80 994 16
v73 v65 763 704
v73 v66 669 263
v73 v71 275 208
v73 v75 237 747
v73 v77 923 490
v73 v78 185 470
v73 v79 883 180
v73 v80 502 965
v73 v83 166 906
v74 v64 403 703
v74 v66 73 436
v74 v67 930 660
v74 v69 539 140
v74 v73 21 112
v74 v77 254 788
v74 v78 146 961
v74 v80 989 9
v74 v82 753 837
v74 v83 724 87
v74 v84 491 777
v75 v66 167 314
v75 v67 158 249
v75 v68 708 273
v75 v70 844 45
v75 v71 303 105
v75 v74 934 229
v75 v75 437 394
v75 v76 671 293
v75 v77 900 700
v75 v78 905 732
v75 v80 173 112
v75 v81 979 978
v75 v82 78 630
v75 v83 369 945
v75 v85 44 619
v76 v66 438 543
v76 v67 185 695
v76 v68 914 683
v76 v71 896 106
v76 v72 511 677
v76 v73 271 830
v76 v80 151 399
v76 v81 815 804
v76 v84 437 982
v76 v86 330 130
v77 v67 394 361
v77 v68 434 492
v77 v70 812 651
v77 v71 821 966
v77 v73 428 562
v77 v78 594 732
v77 v79 591 795
v77 v83 2 208
v77 v85 571 485
v78 v68 357 369
v78 v72 147 855
v78 v76 847 229
v78 v77 141 120
v78 v80 26 712
v78 v82 718 108
v78 v84 857 608
v78 v86 374 144
v78 v87 78 12
v79 v70 186 481
v79 v74 421 739
v79 v75 800 660
v79 v77 159 61
v79 v79 769 177
v79 v81 852 433
v79 v89 160 278
v80 v73 216 410
v80 v75 188 842
v80 v80 320 668
v80 v83 822 380
v80 v85 111 106
v80 v86 617 797
v80 v88 288 166
v80 v90 611 11
v81 v72 564 206
v81 v74 275 87
v81 v79 322 95
v81 v81 365 769
v81 v82 407 512
v81 v83 769 400
v81 v87 417 918
v81 v89 826 793
v81 v90 601 815
v81 v91 600 889
v82 v73 155 698
v82 v74 906 640
v82 v75 735 237
v82 v80 986 513
v82 v85 804 134
v82 v86 368 638
v82 v88 912 729
v82 v90 213 625
v83 v75 15 146
v83 v77 888 992
v83 v81 173 956
v83 v82 69 286
v83 v84 72 183
v83 v86 484 262
v83 v88 946 143
v83 v92 293 410
v83 v93 634 939
v84 v75 524 865
v84 v77 85 698
v84 v78 460 269
v84 v81 1000 659
v84 v82 809 250
v84 v85 107 297
v84 v86 583 408
v84 v88 895 473
v84 v90 479 657
v84 v93 184 749
v84 v94 982 944
v85 v75 443 204
v85 v76 66 324
v85 v77 618 497
v85 v78 759 487
v85 v79 465 39
v85 v82 218 327
v85 v86 827 370
v85 v89 216 888
v85 v90 776 700
v85 v91 258 650
v85 v92 145 70
v85 v93 83 305
v85 v95 429 537
v86 v76 914 265
v86 v77 55 94
v86 v79 986 771
v86 v80 203 357
v86 v86 934 709
v86 v91 740 683
v86 v93 680 843
v87 v77 154 918
v87 v78 151 511
v87 v80 993 690
v87 v81 533 739
v87 v82 461 965
v87 v84 460 654
v87 v86 223 763
v87 v88 559 792
v87 v89 386 221
v87 v90 975 195
v87 v93 833 372
v87 v94 918 314
v88 v79 420 360
v88 v80 555 436
v88 v83 180 469
v88 v84 181 566
v88 v87 865 675
v88 v89 290 718
v88 v95 665 16
v88 v97 508 767
v89 v80 454 515
v89 v82 296 872
v89 v83 228 795
v89 v84 390 117
v89 v85 480 973
v89 v86 990 812
v89 v88 840 660
v89 v91 383 800
v89 v92 290 274
v89 v94 858 924
v89 v96 247 4
v89 v98 15 26
v89 v99 383 860
v90 v83 982 585
v90 v85 996 400
v90 v86 659 402
v90 v90 651 399
v90 v92 925 325
v90 v94 101 727
v91 v82 566 162
v91 v84 95 26
v91 v85 643 788
v91 v87 724 556
v91 v89 391 25
v91 v91 464 649
v91 v93 245 668
v91 v95 548 860
v91 v96 798 826
v92 v82 957 147
v92 v86 470 949
v92 v88 289 268
v92 v90 506 864
v92 v91 858 212
v92 v92 502 814
v92 v93 75 498
v92 v95 703 429
v92 v96 321 648
v92 v99 10 925
v93 v83 580 646
v93 v85 999 351
v93 v90 759 260
v93 v92 30 548
v93 v93 524 779
v93 v94 887 373
v93 v95 222 30
v93 v96 225 85
v93 v99 493 204
v94 v85 564 667
v94 v86 763 828
v94 v89 197 256
v94 v90 703 866
v94 v92 402 105
v94 v95 813 210
v94 v99 765 278
v95 v88 580 361
v95 v89 647 839
v95 v90 171 910
v95 v91 523 259
v95 v93 846 898
v95 v96 30 117
v95 v97 330 439
v95 v99 74 220
v96 v87 798 321
v96 v88 326 704
v96 v89 336 218
v96 v90 814 329
v96 v93 616 217
v96 v95 284 733
v96 v99 914 661
v97 v87 774 445
v97 v88 327 202
v97 v89 821 505
v97 v92 127 463
v97 v93 334 605
v97 v94 590 21
v97 v95 659 802
v97 v99 861 990
v98 v88 917 546
v98 v90 660 16
v98 v91 97 849
v98 v94 771 354
v98 v95 569 793
v98 v96 627 48
v98 v97 713 465
v99 v92 229 48
v99 v94 330 882
v99 v96 174 90
v99 v97 923 831
v99 v98 924 550
